,establishment_id,establishment_name,establishment_type,infraction_details,inspection_date,latitude_x,longitude_x,minimum_inspections_peryear,severity,insp_year,insp_month,attributes.AcceptsInsurance,attributes.AgesAllowed,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.BestNights.friday,attributes.BestNights.monday,attributes.BestNights.saturday,attributes.BestNights.sunday,attributes.BestNights.thursday,attributes.BestNights.tuesday,attributes.BestNights.wednesday,attributes.BikeParking,attributes.BusinessAcceptsBitcoin,attributes.BusinessAcceptsCreditCards,attributes.BusinessParking.garage,attributes.BusinessParking.lot,attributes.BusinessParking.street,attributes.BusinessParking.valet,attributes.BusinessParking.validated,attributes.ByAppointmentOnly,attributes.Caters,attributes.CoatCheck,attributes.DietaryRestrictions.gluten-free,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodForDancing,attributes.GoodForKids,attributes.GoodForMeal.breakfast,attributes.GoodForMeal.brunch,attributes.GoodForMeal.dessert,attributes.GoodForMeal.dinner,attributes.GoodForMeal.latenight,attributes.GoodForMeal.lunch,attributes.HairSpecializesIn.kids,attributes.HairSpecializesIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.no_music,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OutdoorSeating,attributes.RestaurantsAttire,attributes.RestaurantsCounterService,attributes.RestaurantsDelivery,attributes.RestaurantsGoodForGroups,attributes.RestaurantsPriceRange2,attributes.RestaurantsReservations,attributes.RestaurantsTableService,attributes.RestaurantsTakeOut,attributes.Smoking,attributes.WheelchairAccessible,attributes.WiFi,categories,city,neighborhood,review_count,stars,Monday Start_time,Tuesday Start_time,Wednesday Start_time,Thursday Start_time,Friday Start_time,Saturday Start_time,Sunday Start_time,Monday Close_time,Tuesday Close_time,Wednesday Close_time,Thursday Close_time,Friday Close_time,Saturday Close_time,Sunday Close_time,insp_day,insp_day_of_week
267,9011944,pho dau bo restaurant,Restaurant,,2018-06-12,43.7496865709,-79.549868744,2,NA - Not Applicable,2018,6,0,allages,none,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,0.0,casual,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,0.0,no,"['Vietnamese', 'Restaurants']",North York,,92,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,12,1
268,9000698,apache burger,Restaurant,Operator fail to properly wash surfaces in rooms,2018-06-12,43.6393202387,-79.5378414601,2,M - Minor,2018,6,0,allages,none,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,0.0,casual,0.0,0.0,1.0,2.0,0.0,0.0,1.0,,1.0,no,"['Hot Dogs', 'Burgers', 'Restaurants']",Etobicoke,Etobicoke,120,3.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,12,1
269,10560984,maple leaf tavern,Restaurant,OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B),2018-06-11,43.6681463962,-79.3397994959,2,S - Significant,2018,6,0,allages,full_bar,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,1.0,casual,0.0,0.0,1.0,3.0,1.0,1.0,1.0,no,0.0,free,"['Bars', 'Nightlife', 'Restaurants', 'Breakfast & Brunch', 'American (Traditional)']",Toronto,Leslieville,65,3.5,15.0,15.0,15.0,15.0,15.0,11.0,11.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,11,0
270,9016259,tim hortons,Restaurant,,2018-06-11,43.70943738840001,-79.3985717754,2,NA - Not Applicable,2018,6,0,allages,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,casual,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,,"['Food', 'Coffee & Tea', 'Restaurants', 'Breakfast & Brunch', 'Sandwiches', 'Cafes']",Toronto,Mount Pleasant and Davisville,6,3.5,10.097129328709805,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,16.043260428513598,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,11,0
271,10222641,mega wraps,Food Take Out,,2018-06-11,43.6590137683,-79.387870995,3,NA - Not Applicable,2018,6,0,allages,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,very_loud,0.0,0.0,casual,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,0.0,no,"['Sandwiches', 'Restaurants']",Toronto,Downtown Core,4,2.5,10.097129328709807,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,16.043260428513598,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,11,0
272,9015691,the donut factory,Restaurant,Operator fail to properly wash surfaces in rooms,2018-06-11,43.66198219020001,-79.3376707953,2,M - Minor,2018,6,0,allages,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,,"['Donuts', 'Food']",Toronto,Leslieville,4,4.0,10.097129328709807,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,16.0432604285136,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,11,0
273,10527987,mayflower chinese food,Food Take Out,Operator fail to properly maintain rooms,2018-06-11,43.6916310475,-79.5318478771,2,M - Minor,2018,6,0,allages,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quiet,0.0,0.0,casual,0.0,1.0,0.0,2.0,1.0,0.0,1.0,,0.0,no,"['Chinese', 'Restaurants']",Etobicoke,Etobicoke,30,3.5,16.0,16.0,16.0,16.0,16.0,16.0,15.0,23.0,0.0,0.0,0.0,1.0,1.0,23.0,11,0
274,9015927,the opera house,Restaurant,,2018-06-11,43.6589833325,-79.348806887,2,NA - Not Applicable,2018,6,0,allages,beer_and_wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,quiet,0.0,1.0,casual,0.0,0.0,0.0,1.0,0.0,1.0,1.0,no,0.0,free,"['Bars', 'Greek', 'Restaurants', 'Nightlife', 'Canadian (New)']",Toronto,Riverdale,10,4.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,11,0
275,9015927,the opera house,Restaurant,,2018-06-11,43.6589833325,-79.348806887,2,NA - Not Applicable,2018,6,0,allages,full_bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,very_loud,0.0,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,outdoor,1.0,,"['Arts & Entertainment', 'Music Venues', 'Nightlife']",Toronto,Riverdale,36,4.0,10.097129328709807,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,16.0432604285136,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,11,0
276,10443795,gino's pizza/wing machine,Food Take Out,Operator fail to properly wash surfaces in rooms,2018-06-11,43.659615,-79.436646,3,M - Minor,2018,6,0,allages,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quiet,0.0,0.0,casual,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,,"['Chicken Wings', 'Restaurants', 'Pizza']",Toronto,Bloordale Village,7,2.0,10.097129328709807,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,16.043260428513598,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,11,0
277,10466697,gusto pizza,Food Take Out,Operator fail to properly wash equipment,2018-06-11,43.783474310600006,-79.2989508992,2,M - Minor,2018,6,0,allages,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,0.0,casual,0.0,1.0,0.0,2.0,0.0,0.0,1.0,,0.0,no,"['Halal', 'Restaurants', 'Pizza']",Toronto,Scarborough,4,3.0,10.097129328709807,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,16.0432604285136,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,11,0
278,10525800,souvlaki hut- greek taverna,Restaurant,Operator fail to provide proper equipment,2018-06-11,43.6469227188,-79.5142653217,2,M - Minor,2018,6,0,allages,full_bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,casual,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,,"['Greek', 'Restaurants']",Toronto,Etobicoke,7,3.5,11.0,11.0,11.0,11.0,11.0,11.0,12.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,11,0
279,10452174,the olive restaurant,Restaurant,,2018-06-11,43.620243,-79.549324,2,NA - Not Applicable,2018,6,0,allages,beer_and_wine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,0.0,casual,0.0,0.0,1.0,2.0,0.0,1.0,1.0,,0.0,no,"['Canadian (New)', 'Breakfast & Brunch', 'Restaurants']",Toronto,Etobicoke,31,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,11,0
280,10592747,aphrodite cooks,Food Caterer,,2018-06-11,43.676991216000005,-79.4711745514,2,NA - Not Applicable,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,"['Caterers', 'Specialty Schools', 'Cooking Schools', 'Event Planning & Services', 'Education']",Toronto,,3,4.5,10.097129328709807,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,16.043260428513598,16.14060309008087,16.14060309008087,16.14060309008087,16.14060309008087,16.14060309008087,16.14060309008087,11,0
281,10507045,teriyaki experience,Restaurant,,2018-06-11,43.674390697,-79.4701485,2,NA - Not Applicable,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,casual,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,,"['Restaurants', 'Japanese']",Toronto,,4,2.5,10.097129328709807,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,16.043260428513598,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,11,0
282,10555695,page one,Restaurant,,2018-06-11,43.657257135100004,-79.3760912351,2,NA - Not Applicable,2018,6,0,allages,full_bar,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,1.0,casual,0.0,0.0,1.0,2.0,1.0,1.0,1.0,no,1.0,free,"['Coffee & Tea', 'Restaurants', 'Nightlife', 'Breakfast & Brunch', 'Beer', 'Wine & Spirits', 'Food', 'Bars', 'Cafes']",Toronto,Ryerson,50,4.5,7.0,7.0,7.0,7.0,7.0,9.0,9.0,23.0,23.0,23.0,0.0,0.0,0.0,20.0,11,0
283,10586071,fix coffee + bikes,Food Take Out,FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23,2018-06-11,43.6449778216,-79.4283900479,2,S - Significant,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,free,"['Local Services', 'Bike Repair/Maintenance', 'Shopping', 'Food', 'Sporting Goods', 'Coffee & Tea', 'Bikes']",Toronto,Beaconsfield Village,6,4.5,8.0,8.0,8.0,8.0,8.0,9.0,9.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,11,0
284,10350803,food basics,Supermarket,,2018-06-11,43.690552496,-79.3495628634,1,NA - Not Applicable,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,"['Grocery', 'Food']",Toronto,East York,7,2.5,8.0,8.0,8.0,8.0,8.0,8.0,8.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,11,0
285,10444600,centro pizza,Restaurant,Operator fail to properly wash surfaces in rooms,2018-06-11,43.745659742200004,-79.2203456944,2,M - Minor,2018,6,0,allages,full_bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,loud,0.0,0.0,casual,0.0,1.0,1.0,2.0,1.0,0.0,1.0,outdoor,1.0,no,"['Bars', 'Chicken Wings', 'Pizza', 'Restaurants', 'Nightlife']",Toronto,Scarborough,7,2.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,11,0
286,10484520,allstar wings & ribs,Restaurant,FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21,2018-06-11,43.77274715229999,-79.2509751365,2,S - Significant,2018,6,0,allages,full_bar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loud,0.0,1.0,casual,0.0,0.0,1.0,2.0,1.0,1.0,1.0,outdoor,1.0,no,"['Canadian (New)', 'Restaurants', 'American (Traditional)', 'Chicken Wings', 'Sports Bars', 'Bars', 'Nightlife']",Toronto,Scarborough,76,3.0,10.097129328709807,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,10.228204717102978,16.0432604285136,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,16.140603090080866,11,0
287,10519347,five guys burger & fries,Restaurant,,2018-06-11,43.674390697,-79.4701485,2,NA - Not Applicable,2018,6,0,allages,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loud,0.0,0.0,casual,0.0,0.0,1.0,2.0,0.0,0.0,1.0,,0.0,no,"['Burgers', 'Restaurants', 'Fast Food']",Toronto,,13,3.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,11,0
288,9004640,dragon house chinese food,Food Take Out,Operator fail to properly wash equipment,2018-06-11,43.7645535541,-79.3961553528,2,M - Minor,2018,6,0,allages,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,casual,0.0,1.0,0.0,2.0,0.0,0.0,1.0,,0.0,no,"['Ethnic Food', 'Specialty Food', 'Restaurants', 'Chinese', 'Food']",Willowdale,Willowdale,4,2.5,16.0,16.0,16.0,16.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,11,0
289,10585395,illstyl3 sammies,Food Take Out,Operator fail to properly wash equipment,2018-06-11,43.6491414488,-79.3916621168,2,M - Minor,2018,6,0,allages,none,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,0.0,casual,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,no,"['Sandwiches', 'Restaurants', 'Cheesesteaks']",Toronto,Entertainment District,21,4.5,11.0,11.0,11.0,11.0,11.0,15.0,18.0,23.0,23.0,23.0,23.0,2.0,2.0,23.0,11,0
290,9407401,bake sale on the kingsway,Bake Shop,Operator fail to provide proper equipment,2018-06-11,43.6470210129,-79.5141564677,2,M - Minor,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,,"['Desserts', 'Food', 'Bakeries']",Etobicoke,Etobicoke,16,4.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,19.0,19.0,19.0,19.0,19.0,18.0,16.0,11,0
291,10583948,starbucks,Restaurant,,2018-06-11,43.688365028199996,-79.3938485432,1,NA - Not Applicable,2018,6,0,allages,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,free,"['Restaurants', 'Coffee & Tea', 'Cafes', 'Food']",Toronto,Deer Park,5,3.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,11,0
292,10617009,aanch modernistic indian cuisine,Restaurant,OPERATOR FAIL TO ENSURE CRACKED UTENSIL NOT USED IN FOOD HANDLING O. REG  562/90 SEC. 59(B),2018-06-11,43.644962,-79.39078,2,S - Significant,2018,6,0,allages,full_bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,free,"['Indian', 'Restaurants']",Toronto,Entertainment District,3,4.5,17.0,17.0,17.0,17.0,17.0,17.0,17.0,22.0,22.0,22.0,22.0,23.0,23.0,22.0,11,0
293,9404200,the roastery,Restaurant,FAIL TO PROVIDE ACCURATE PROBE THERMOMETER (CDI) SEC. 33 (14),2018-06-11,43.647663,-79.394745,2,S - Significant,2018,6,0,allages,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,average,0.0,1.0,casual,0.0,0.0,1.0,2.0,0.0,0.0,1.0,,1.0,free,"['Food', 'Restaurants', 'Coffee Roasteries', 'Coffee & Tea', 'Salad']",Toronto,Entertainment District,23,3.5,7.0,7.0,7.0,7.0,7.0,10.0,7.0,18.0,18.0,18.0,18.0,18.0,16.0,18.0,11,0
